Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,log_ApplicantIncome,log_TotalIncome,Loan_Status
0.0,0.08187363035420633,0.0,0.14616497829232994,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05459745001505131,0.08393076847203672,0.06554185593770279,0.06161313839486437,0.3754661261247554,0.2775225737964573,0
0.0,0.05860656107305062,0.01286389708882329,0.0824891461649783,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0488196851846457,0.07775309013699892,0.03698896820246594,0.03747226199749594,0.309476457064644,0.2578410621575289,1
1.0,0.1843509419555756,0.0,0.16787264833574528,0.05405405405405406,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.13735543449762577,0.034197862211816414,0.48085658663205716,0.23288662519867775,0.5589026407891216,0.4706931541892505,0
0.3333333333333333,0.06485921018219841,0.061991504067967454,0.2329956584659913,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.10356279313659801,0.06220506777276512,0.1044776119402985,0.06156918465084595,0.3287899695909271,0.4062556282005403,1
0.6666666666666666,0.05776485830835765,0.0,0.05209840810419682,0.32432432432432434,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.03512783911595342,0.013121077304040378,0.05256327060350422,0.0646632163021014,0.3067719297916982,0.2051831172844718,1
0.0,0.04105104626659721,0.05800753593971248,0.18379160636758318,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08030607587807459,0.11141884139978897,0.08241401687216093,0.058969120570026144,0.24683504654817812,0.3520058105787398,0
0.6666666666666666,0.0711118592913462,0.047999616003071975,0.130246020260492,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.09445917208028666,0.034267079896242614,0.05840363400389358,0.03622968250768567,0.3468584876454317,0.3861900290757121,0
0.0,0.06149239912342652,0.07279141766865865,0.12445730824891461,0.5945945945945945,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11176819024868663,0.1450586360309192,0.06813757300454251,0.03688870101283661,0.31855594764586703,0.4232424823721068,0
0.3333333333333333,0.07613201506647928,0.025991792065663474,0.18234442836468884,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.07625192996766393,0.047604462464114844,0.08176508760545101,0.06083271435178889,0.36056725931314526,0.34143754410462934,0
0.6666666666666666,0.4719126793503245,0.0,0.38494934876989867,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.36958273856342433,0.13232258209649952,0.17261518494484104,0.03157018270088361,0.7981606576622027,0.722647406959295,0
0.0,0.0773043867744445,0.033023735810113516,0.06657018813314038,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08431166914285158,0.1157016856236597,0.029850746268656716,0.01957603499309905,0.36367442980903997,0.36208873416841847,1
0.3333333333333333,0.07309587295097963,0.03935968512251902,0.14761215629522428,0.32432432432432434,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08732193317213854,0.053522574482554416,0.1382219338092148,0.0938075883824658,0.35235669028168637,0.36944586888770026,0
0.6666666666666666,0.04008910024980525,0.02365901043511652,0.09985528219971056,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04478496003631738,0.0165629265565759,0.0953926022063595,0.10150088340032301,0.24296240009341252,0.24327526394093324,0
0.0,0.04907728334420519,0.04079967360261118,0.14182344428364688,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06938173061050096,0.09973835715286876,0.063595068137573,0.05050419473688205,0.2772181252786088,0.32261683582123934,0
0.0,0.06612176432923787,0.0,0.09406657018813314,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.041876656859032246,0.07032949348228963,0.04218040233614536,0.047076177683096174,0.33253343673297486,0.2323116595855761,1
0.0,0.048385884644635974,0.08999928000575995,0.2069464544138929,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11858983696021595,0.15235244952732938,0.0927968851395198,0.04856248015837727,0.2747266331068099,0.4366567875775478,0
0.0,0.12122323460360275,0.060983512131902944,0.20549927641099852,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14806129285984793,0.18386380036235414,0.06765087605451005,0.028221220301061892,0.4605786818359885,0.4884866562992314,1
0.6666666666666666,0.027283193901262177,0.044999640002879975,0.12735166425470332,0.7297297297297298,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0560297530612443,0.0205706305904095,0.05710577547047372,0.05272427957437506,0.18555479660739627,0.2822052270712616,0
0.6666666666666666,0.0323935321154695,0.03885568915448676,0.13314037626628072,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05394198929899689,0.019826540482827906,0.05970149253731343,0.056561275689532085,0.20989041228650285,0.2753546439168475,0
1.0,0.09960951003880823,0.0,0.13169319826338638,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06892048047698118,0.015904926049556362,0.05905256327060351,0.0470605183021302,0.4170463223239369,0.32130922471128986,0
1.0,0.11385833541253927,0.0,0.12445730824891461,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.08042745749215874,0.018980786901245356,0.05580791693705387,0.039426305220219206,0.4464910773924866,0.3523164668436558,1
0.0,0.08364721832266653,0.0,0.150506512301013,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0560297530612443,0.08546220973996627,0.0491563919532771,0.045346174286365955,0.37991281564841417,0.2822052270712616,1
1.0,0.07312593376400438,0.05999952000383997,0.16497829232995656,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10822384711742943,0.026410872713869604,0.07397793640493186,0.04138787566938148,0.35243917280919,0.4160245274858818,1
0.6666666666666666,0.06711377115905459,0.01679986560107519,0.08827785817655572,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05967120148376885,0.021868462173400632,0.039584685269305656,0.03484077162353353,0.33544006824407546,0.29378627032592286,0
0.0,0.05412749993236303,0.04679962560299518,0.21128798842257596,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07952923354793602,0.11058822918667464,0.09474367293964957,0.06850342026904985,0.2947749359949441,0.35000983337954716,0
0.0,0.03500882284862267,0.038183694530443756,0.12590448625180894,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05537429234518988,0.08476138068515104,0.056456846203763796,0.052541310231443615,0.22157261100841108,0.28007152949058467,0
0.0,0.11806684923600412,0.0,0.1345875542691751,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08382614268651498,0.11518255299046326,0.060350421804023356,0.04136558720335823,0.45462758796548774,0.3608847416641545,0
0.0,0.04255408691783466,0.05131158950728394,0.07091172214182344,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07474679795302046,0.10547477274968957,0.03179753406878651,0.02327740339029681,0.252780972273297,0.3374156711499179,0
0.3333333333333333,0.03822532984227081,0.060575515395876835,0.17221418234442834,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08062166807469338,0.04994055931349889,0.0772225827384815,0.05499903756905335,0.2353034394899809,0.35281283805122143,0
0.0,0.14572279721877318,0.08798329613363093,0.43704775687409547,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19515735912449866,0.2342196657824102,0.19597663854639846,0.06838945841571857,0.502919789458113,0.5560862965480995,1
0.0,0.05205330383365535,0.06683946528427773,0.12590448625180894,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09812489682562801,0.13047100903809883,0.056456846203763796,0.03383965122232175,0.28769661787464607,0.39443445695282353,0
0.0,0.15128404762835174,0.0,0.2127351664254703,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11065147939911245,0.14386463097456736,0.0953926022063595,0.05302542672898766,0.5117015278934756,0.42098731241657683,0
0.0,0.04967849960470018,0.0533515731874145,0.20405209840810418,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0825637739000398,0.11383280814415248,0.09149902660609995,0.06425641853785774,0.2793667898173422,0.35773119040551293,0
0.3333333333333333,0.07556085961900905,0.0,0.21128798842257596,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.049499422223516956,0.033302358419552536,1.0,1.0,0.3590409447997258,0.2602257895906619,1
0.0,0.05268458090717508,0.0,0.10274963820549927,0.7297297297297298,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.031025140559909112,0.05872687913034888,0.046073977936404935,0.06073125097936933,0.2898698660132335,0.1873841448394491,1
0.6666666666666666,0.22141592441509114,0.0,0.34298118668596234,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1672881405307775,0.06022371155606532,0.1537962362102531,0.06097837867664462,0.6038026386211848,0.5179757721387053,0
0.0,0.03996885699770625,0.036527707778337776,0.1374819102749638,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05770481933560559,0.08725321732449404,0.06164828033744323,0.05580861311863216,0.24247453681205,0.28758897613921786,0
0.0,0.08190369116723109,0.0,0.1215629522431259,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054621726337868146,0.08395672510369655,0.054510058403634,0.05119505236563254,0.3755420842317423,0.2776025626233225,0
0.0,0.045439924968210574,0.07231142150862793,0.25904486251808967,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.09831910740816267,0.1306786620913774,0.11615833874107721,0.07161737032748615,0.2638553600146758,0.3948648925284126,0
0.3333333333333333,0.13625364111597724,0.030239758081935346,0.2329956584659913,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12910148473990346,0.07585825602583186,0.1044776119402985,0.051100936036788704,0.48730359432318515,0.4562032665451099,0
0.0,0.42180130403806787,0.0,0.3371924746743849,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3291141084277682,0.37744835928131193,0.15120051914341337,0.03074296670332898,0.7686101598172979,0.6915288108060667,1
0.0,0.08262515067982507,0.0,0.04775687409551375,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05520435808547207,0.0845796842635323,0.048669695003244653,0.04535735789975038,0.3773589330303393,0.2795158225735186,0
0.6666666666666666,0.1189085520006971,0.0,0.22720694645441386,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08450587972538623,0.030719673569400176,0.10188189487345879,0.07046021370276684,0.4562269367314218,0.3625689599340629,0
1.0,0.14235598616000128,0.0,0.17510853835021706,0.7297297297297298,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.10344141152251386,0.025132508604623335,0.07852044127190136,0.04578664754433564,0.4974664612587092,0.405996861421587,0
0.0,0.06735425766325258,0.07358341133270933,0.23589001447178,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11730319185092396,0.1509767480493588,0.10577547047371837,0.05622073531721876,0.33614019182935495,0.4341728789716526,0
0.0,0.0711118592913462,0.0,0.08827785817655572,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04590652644662607,0.0746382943378202,0.039584685269305656,0.041737151973053915,0.3468584876454317,0.2473968698774236,0
0.0,0.04856624952278446,0.052007583939328486,0.1374819102749638,0.7297297297297298,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08030607587807459,0.11141884139978897,0.06164828033744323,0.04375326433696764,0.27537872491286075,0.3520058105787398,0
1.0,0.07402775815474685,0.029999760001919985,0.17221418234442834,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07860673328089647,0.01849410005762368,0.0772225827384815,0.05607550688467955,0.3549024333084767,0.3476219521819881,1
0.0,0.18561349610261507,0.0,0.1866859623733719,0.7297297297297298,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.13837504005593265,0.1735071043300849,0.08371187540558078,0.037943191258057014,0.5605564544177679,0.47243472750191184,0
0.3333333333333333,0.019767990645074934,0.04327165382676939,0.12590448625180894,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04821277711422495,0.03261450768056723,0.056456846203763796,0.05755317595557292,0.1454294130335474,0.25569544341161965,0
0.6666666666666666,0.2625992382589973,0.0,0.14905933429811866,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.200546702789835,0.07207724001405102,0.06683971447112264,0.02037239115642099,0.6464826669306052,0.5629206177971424,0
1.0,0.1124154163873513,0.04783161734706123,0.20115774240231546,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.12764490537089362,0.031602199045834146,0.09020116807268007,0.04419327510490123,0.4436461642096665,0.45357074908551454,0
0.0,0.0636868384742332,0.0,0.1606367583212735,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.039910274710869,0.06822700631784398,0.07203114860480207,0.08212818626240327,0.3252685661501449,0.22466127836495842,0
0.0,0.06209361538392151,0.03501571987424101,0.12445730824891461,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07404278459133237,0.10472203043155472,0.05580791693705387,0.04206828270630601,0.32041106093073424,0.33551550175566547,0
0.0,0.02535930186767824,0.03998368013055895,0.06512301013024602,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04940231693224964,0.07837604929683467,0.02920181700194679,0.02937926900204967,0.1758166728355426,0.2598862911312252,0
0.0,0.10048127361652597,0.0,0.17510853835021706,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06962449383866927,0.09999792346946698,0.07852044127190136,0.06242666794781076,0.41893937599472153,0.3233027333481564,0
0.0,0.04240378285271092,0.0,0.0,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02272263815655315,0.04984971110268951,0.0,0.0028498530834600343,0.25219202152069586,0.14770692407514296,1
0.0,0.04607120204173029,0.09110327117383062,0.1606367583212735,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11783727095289422,0.15154779394587486,0.07203114860480207,0.0373500859555368,0.26622066279497014,0.43520647311476246,0
0.0,0.592185992262345,0.0,0.16931982633863962,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4667123061535623,0.5245705475291871,0.07592472420506165,0.00807170598843649,0.8584934874653585,0.786181800703853,1
0.3333333333333333,0.07057076465690072,0.0,0.12590448625180894,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04546955263592313,0.031147957991787247,0.056456846203763796,0.05970925837321791,0.34534007590121085,0.24579788355540932,0
0.3333333333333333,0.0009799825046068154,0.07252741978064176,0.14616497829232994,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.06263291286742215,0.04032362728353458,0.06554185593770279,0.05607358701349279,0.009293336957995724,0.302881664441633,1
0.0,0.04468840464259184,0.05599155206758346,0.2489146164978292,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08120429982229731,0.11237923677120241,0.11161583387410771,0.07970120147437325,0.26101325834399036,0.3542969647487264,1
0.0,0.0504300199303189,0.0825593395252838,0.1606367583212735,0.7297297297297298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11271496683854303,0.1460709446656523,0.07203114860480207,0.03884280621409686,0.28202967165606374,0.4251410745779993,1
0.0,0.06612176432923787,0.054791561667506664,0.20984081041968158,0.7297297297297298,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0972995018498558,0.12958848356166486,0.09409474367293964,0.05812282581394434,0.33253343673297486,0.3925980732056078,0
0.0,0.3316489257768457,0.0,0.22431259044862514,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2563094163000942,0.2996044209335036,0.10058403634003893,0.02516931492732066,0.7060595469344935,0.625658947237167,1
0.0,0.0682260212409703,0.0,0.030390738060781478,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.043575999456210365,0.07214645769847722,0.0136275146009085,0.015234110259737147,0.33866358547899766,0.23876710491133357,0
0.3333333333333333,0.11196450419198008,0.0,0.1403762662807525,0.7297297297297298,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07889804915469843,0.04901909888957518,0.06294613887086307,0.04532730445186976,0.44275117669520236,0.34837810817156933,1
0.6666666666666666,0.12248578875064221,0.049991600067199465,0.25470332850940663,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13796234256804651,0.04977184120771004,0.11421155094094744,0.05294617747777383,0.4629241989400841,0.47173104191007953,1
0.3333333333333333,0.21381053871982963,0.05399956800345597,0.24746743849493485,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.21576795719598763,0.1221908435386154,0.11096690460739779,0.033657845686694186,0.5951574603868268,0.5814101367842364,0
0.0,0.07613201506647928,0.04000767993856049,0.15195369030390735,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0904293024926928,0.12224275680193505,0.06813757300454251,0.0441335135020719,0.36056725931314526,0.3768528181681581,0
0.0,0.30597699145371005,0.0,0.18379160636758318,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23557743661452113,0.277437457496015,0.08241401687216093,0.02186050582184479,0.6853587955409348,0.6038597096721858,0
0.6666666666666666,0.08265521149284981,0.0,0.1606367583212735,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0552286344082889,0.020285107642151447,0.07203114860480207,0.06721871816853871,0.37743438018543607,0.2795952733348117,0
0.3333333333333333,0.03146164691170229,0.07019943840449276,0.150506512301013,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0848943008904555,0.05222474289956329,0.06748864373783257,0.045976607775962464,0.20560731355814532,0.3635270747558481,1
1.0,0.16381940665967207,0.0,0.21418234442836467,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12077470601373068,0.02976576735590169,0.19792342634652824,0.10482090706849607,0.5305419106055549,0.44082746076421486,0
0.0,0.0814227181588351,0.10322317421460628,0.23589001447178,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15864576960798593,0.19518089176603684,0.10577547047371837,0.04300172273538496,0.37432427840771165,0.5050835668164555,0
0.6666666666666666,0.08866737409779961,0.0,0.1664254703328509,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06008389897165496,0.022015549752806292,0.0746268656716418,0.06580207719855563,0.3921298755399514,0.29507058571732925,0
0.0,0.11872818712254858,0.0,0.17510853835021706,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08436022178848525,0.11575359888697936,0.07852044127190136,0.054016695123822976,0.4558849862619363,0.3622088638497196,0
0.0,0.03518918772677117,0.0,0.130246020260492,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01689632068051388,0.04362011950433206,0.05840363400389358,0.09888627896019524,0.22236061906866267,0.1162925171009701,1
0.0,0.04240378285271092,0.0,0.053545586107091175,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02272263815655315,0.04984971110268951,0.024010382868267358,0.03799213037740495,0.25219202152069586,0.14770692407514296,1
0.0,0.09116242157885378,0.05999952000383997,0.18958031837916062,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12278964080752759,0.15684294680447872,0.08500973393900066,0.04294857963233474,0.39800937504003153,0.44462222329044776,0
0.0,0.09615251654096212,0.0,0.15484804630969606,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0661287033530457,0.0962601685104525,0.06943543153796236,0.05719131979675653,0.4094109682929701,0.31326870032406484,1
0.0,0.15263678421446544,0.0,0.15340086830680172,0.7297297297297298,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.11174391392586981,0.14503267939925937,0.06878650227125244,0.037269377709119145,0.5137966759991373,0.4231936396373053,1
0.0,0.20118499724943506,0.0,0.1374819102749638,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15095017527505072,0.18695263952987304,0.06164828033744323,0.02496684654008111,0.5801897742575579,0.49310989021653784,1
0.0,0.06678310221578235,0.062351501187990495,0.1606367583212735,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1054806226391276,0.1383358684310251,0.07203114860480207,0.04113643680699503,0.334474535015032,0.4103143300228429,0
0.3333333333333333,0.02448753828996052,0.05356757145942832,0.14182344428364688,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0624387022848875,0.04021980075689528,0.063595068137573,0.05450865524086894,0.17129022822603712,0.3022937523458391,0
0.0,0.05400725668026403,0.03501571987424101,0.14616497829232994,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06751245375360503,0.09773969651506241,0.06554185593770279,0.053133463181565956,0.29436944156386113,0.3172813711817626,0
0.6666666666666666,0.13375859363492307,0.100703194374445,0.3733719247467438,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19836183373632027,0.07129854106425634,0.1674237508111616,0.0570341956502405,0.4830398598718135,0.5601689839138904,0
0.0,0.06140221668435228,0.07526339789281686,0.16931982633863962,0.7297297297297298,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.11419582253036968,0.14765429919690148,0.07592472420506165,0.040605679042742975,0.31827661903213755,0.4280864025559077,1
0.3333333333333333,0.13529169509918526,0.02476780185758514,0.02460202604920405,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12278964080752759,0.07248389391005491,0.011031797534068789,0.0033361462179059753,0.4856674154998877,0.44462222329044776,0
0.3333333333333333,0.2204239175852744,0.0,0.2069464544138929,0.5945945945945945,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1664870218778221,0.09584486240389535,0.11252433484750163,0.04393658790604063,0.6026900082239517,0.5168040999665129,1
0.0,0.03494870122257317,0.1599827201382389,0.08827785817655572,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17852807799496995,0.21643937309543165,0.08500973393900066,0.03025040283273885,0.2213094487645728,0.5339425387772652,1
0.6666666666666666,0.11244547720037605,0.033287733698130414,0.20405209840810418,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11295773006671132,0.04086006433783758,0.09149902660609995,0.04988672730375937,0.443705728596556,0.4256259330655401,0
0.0,0.10018066548627848,0.0,0.18379160636758318,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06938173061050096,0.09973835715286876,0.08241401687216093,0.0657366380225202,0.41828804155498034,0.32261683582123934,1
1.0,0.06630212920738636,0.0,0.09406657018813314,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.04202231479593323,0.008714939079785475,0.04218040233614536,0.04697638358394036,0.3330641612136147,0.2328705469812582,0
0.0,0.05608145277897171,0.04456764345885233,0.16931982633863962,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07884949650906477,0.10986144350019961,0.07592472420506165,0.054980635867144204,0.3012833366522205,0.34825221656763006,0
0.3333333333333333,0.050910992938714886,0.17042263661890705,0.3907380607814761,0.32432432432432434,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.201979005836028,0.11481916014722574,0.35626216742375083,0.1234044607389005,0.2837207395798882,0.5647106511652003,0
0.6666666666666666,0.030830369838182558,0.03899968800249598,0.150506512301013,0.32432432432432434,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.05282527844942271,0.0194285387973773,0.14081765087605452,0.13538642673386267,0.20266823680927448,0.27162407448780446,0
0.0,0.03816520821622131,0.0,0.07814761215629522,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.01929967663938008,0.046189826038654506,0.02482154445165477,0.042008044908023644,0.2350528591781953,0.12965827142163588,1
0.0,0.0959721516628136,0.0,0.08972503617945007,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06598304541614472,0.09610442872049357,0.04023361453601558,0.032850015192801084,0.4090068375236702,0.3128431243398988,0
1.0,0.2521981969524341,0.0,0.4095513748191027,0.7297297297297298,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.19214709509521172,0.04884389162587138,0.18364698247890981,0.0647850348392934,0.6363012572383706,0.552198931206747,0
0.3333333333333333,0.16330837283825134,0.17399860801113592,0.24746743849493485,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.29636534894786415,0.1652788520939211,0.11096690460739779,0.024085516101654377,0.5297980872850929,0.6637005569244931,1
