codmes,id_persona,codtarget,cem,ingreso_neto,linea_ofrecida,margen
201901,112561,1,2349.0,7411.0,14800,-5.0
201901,201477,1,114.0,2986.0,11900,-5.0
201901,228548,1,1293.0,3007.0,6000,-5.0
201901,43860,1,2300.0,1918.0,11500,-5.0
201901,213309,1,1273.0,3326.0,4900,-5.0
201901,17825,1,833.0,7150.0,9300,-5.0
201901,233771,1,1.0,3326.0,10800,-5.0
201901,132966,1,1408.0,2023.0,4500,-5.0
201901,121803,1,2011.0,4349.0,3400,-5.0
201901,67557,1,298.0,2662.0,5800,-5.0
201901,195068,1,1.0,2969.0,5900,-5.0
201901,173655,1,1414.0,4253.0,5700,-5.0
201901,109173,1,1539.0,3491.0,13900,-5.0
201901,174556,1,1442.0,3166.0,4700,-5.0
201901,94961,1,589.0,2742.0,10900,-5.0
201901,506,1,646.0,1683.0,5300,-5.0
201901,212549,1,1448.0,5988.0,18100,-5.0
201901,145568,1,954.0,1802.0,6100,-5.0
201901,238038,1,1439.0,9160.0,5600,-5.0
201901,9763,1,2265.0,4441.0,8800,-5.0
201901,193561,1,1535.0,4030.0,6000,-5.0
201901,34616,1,712.0,2035.0,7900,-5.0
201901,98948,1,1450.0,1971.0,6300,-5.0
201901,145312,1,991.0,3166.0,6300,-5.0
201901,161543,1,1191.0,1889.0,6600,-5.0
201901,54514,1,1487.0,3166.0,7400,-5.0
201901,117392,1,1436.0,2662.0,17700,-5.0
201901,70429,1,2101.0,477.6,19100,-5.0
201901,172688,1,305.0,2960.0,11800,-5.0
201901,196228,1,350.0,2662.0,5600,-5.0
201901,114203,1,392.0,3166.0,14200,-5.0
201901,250583,1,1418.0,5549.4,6100,-5.0
201901,54069,1,1435.0,3166.0,7900,-5.0
201901,89253,1,854.0,2359.0,4700,-5.0
201901,255339,1,881.0,6436.8,19600,-5.0
201901,216692,1,1261.0,3365.0,5000,-5.0
201901,220941,1,1516.0,3744.0,5600,-5.0
201901,251269,1,668.0,4791.6,5300,-5.0
201901,167161,1,953.0,4261.0,8500,-5.0
201901,152479,1,2027.0,4253.0,6300,-5.0
201901,22739,1,1551.0,3744.0,7400,-5.0
201901,14567,1,875.0,4119.0,22600,-5.0
201901,70384,1,860.0,1741.0,10600,-5.0
201901,19504,1,3169.0,1892.0,11400,-5.0
201901,184548,1,1561.0,3744.0,5600,-5.0
201901,255608,1,848.0,5421.6,13500,-5.0
201901,99395,1,648.0,2442.0,1200,-5.0
201901,238017,1,1350.0,4927.0,2400,-5.0
201901,158117,1,1327.0,3083.0,12300,-5.0
201901,254808,1,216.0,6049.8,8400,-5.0
201901,198993,1,1101.0,3166.0,7900,-5.0
201901,24966,1,1276.0,2480.0,7100,-5.0
201901,35875,1,2097.0,5237.0,10400,-5.0
201901,27000,1,657.0,4637.0,11500,-5.0
201901,121416,1,953.0,3166.0,6300,-5.0
201901,86097,1,1326.0,5471.0,13600,-5.0
201901,129285,1,818.0,2189.0,4300,-5.0
201901,104978,1,681.0,2662.0,5300,-5.0
201901,49016,1,1163.0,3744.0,5600,-5.0
201901,212682,1,2143.0,2662.0,6300,-5.0
201901,198965,1,1.0,5903.0,11800,-5.0
201901,184509,1,838.0,1665.0,12600,-5.0
201901,169601,1,1365.0,2876.0,10000,-5.0
201901,47018,1,270.0,1994.0,4200,-5.0
201901,217529,1,1437.0,3585.0,5300,-5.0
201901,8945,1,700.0,3709.0,7400,-5.0
201901,66844,1,642.0,2662.0,5300,-5.0
201901,120086,1,1.0,1893.0,3700,-5.0
201901,34059,1,925.0,2892.0,10100,-5.0
201901,189855,1,1529.0,2030.0,6600,-5.0
201901,17234,1,2100.0,5776.0,11500,-5.0
201901,133929,1,825.0,3166.0,6300,-5.0
201901,49069,1,1458.0,3103.0,4600,-5.0
201901,8237,1,663.0,2662.0,5300,-5.0
201901,105189,1,6414.0,11589.0,28900,-5.0
201901,200436,1,1310.0,2575.0,5500,-5.0
201901,176038,1,861.0,4475.0,9300,-5.0
201901,32597,1,999.0,5597.0,4700,-5.0
201901,35579,1,1872.0,4343.0,6500,-5.0
201901,245643,1,968.0,2662.0,5300,-5.0
201901,232449,1,2143.0,2662.0,6300,-5.0
201901,203362,1,1856.0,1325.0,7400,-5.0
201901,63605,1,1129.0,1918.0,18500,-5.0
201901,172801,1,1.0,4391.0,5600,-5.0
201901,129417,1,1318.0,3426.0,5100,-5.0
201901,3021,1,284.0,4078.0,4700,-5.0
201901,17117,1,639.0,3744.0,6100,-5.0
201901,77956,1,1270.0,3007.0,4800,-5.0
201901,244120,1,1364.0,3166.0,6300,-5.0
201901,255808,1,2183.0,7655.4,6300,-5.0
201901,71273,1,1.0,2596.0,5100,-5.0
201901,33661,1,147.0,2236.0,1100,-5.0
201901,55641,1,1540.0,4776.0,13000,-5.0
201901,101204,1,889.0,1355.0,8400,-5.0
201901,78220,1,1.0,3709.0,24700,-5.0
201901,251567,1,1127.0,5549.4,4600,-5.0
201901,256333,1,885.0,6447.6,7100,-5.0
201901,132217,1,4914.0,1827.0,40800,-5.0
201901,199984,1,1055.0,3083.0,4600,-5.0
201901,186590,1,658.0,3083.0,6100,-5.0
201901,78466,1,790.0,2042.0,4000,-5.0
201901,148459,1,2114.0,5846.0,14600,-5.0
201901,50800,1,2780.0,8626.0,21500,-5.0
201901,252332,1,996.0,4791.6,5300,-5.0
201901,27653,1,1759.0,3088.0,5600,-5.0
201901,222481,1,1341.0,3083.0,4600,508.0
201901,25156,1,1175.0,6115.0,4800,506.0
201901,195302,1,1105.0,3166.0,4700,505.0
201901,46365,1,919.0,4119.0,8200,501.0
201901,202188,1,892.0,3166.0,4700,501.0
201901,31303,1,1488.0,3166.0,4700,501.0
201901,68434,1,1.0,2106.0,9300,500.0
201901,191578,1,1363.0,2662.0,4600,499.0
201901,22467,1,2223.0,2641.0,8500,499.0
201901,248464,1,891.0,2385.0,5300,499.0
201901,133178,1,1357.0,2139.0,4700,497.0
201901,16179,1,1783.0,3945.0,5900,496.0
201901,221172,1,1366.0,3166.0,6300,496.0
201901,58582,1,1220.0,3166.0,6300,495.0
201901,64310,1,963.0,2662.0,5300,495.0
201901,253998,1,1063.0,4208.4,4600,494.0
201901,18586,1,267.0,3166.0,2700,494.0
201901,173380,1,1196.0,1930.0,5800,494.0
201901,174264,1,1195.0,1876.0,4700,494.0
201901,29214,1,183.0,7685.0,5000,493.0
201901,212338,1,1021.0,3083.0,5300,493.0
201901,224126,1,633.0,2115.0,6900,493.0
201901,141744,1,429.0,2583.0,10300,491.0
201901,194487,1,516.0,3221.0,4800,490.0
201901,170770,1,1510.0,3083.0,4600,489.0
201901,240375,1,1369.0,3220.0,8000,487.0
201901,139397,1,388.0,2662.0,10600,485.0
201901,247792,1,796.0,4791.6,5300,483.0
201901,176017,1,1443.0,2662.0,4600,483.0
201901,227220,1,791.0,2662.0,5300,480.0
201901,169304,1,156.0,3166.0,8900,477.0
201901,250426,1,1435.0,2840.4,14200,474.0
201901,151441,1,464.0,2810.0,5600,474.0
201901,181677,1,849.0,2662.0,5300,474.0
201901,47776,1,1624.0,3758.0,7500,473.0
201901,185580,1,713.0,2115.0,7400,472.0
201901,116866,1,1096.0,3685.0,7300,471.0
201901,9325,1,1396.0,3040.0,6000,471.0
201901,99147,1,1313.0,4475.0,13800,469.0
201901,18522,1,692.0,5852.0,5800,468.0
201901,2157,1,1379.0,4626.0,11500,468.0
201901,226277,1,765.0,1857.0,4200,468.0
201901,255563,1,1335.0,5549.4,4600,466.0
201901,139324,1,757.0,3111.0,4600,466.0
201901,231924,1,1377.0,7342.0,6100,465.0
201901,199035,1,795.0,2115.0,4200,465.0
201901,224106,1,1372.0,3083.0,4600,463.0
201901,234164,1,820.0,1866.0,4200,463.0
201901,35323,1,331.0,3593.0,8900,461.0
201901,116022,1,1.0,1918.0,6900,461.0
201901,238104,1,555.0,33503.0,2100,460.0
201901,57428,1,750.0,8067.0,4000,460.0
201901,236418,1,1.0,3092.0,4600,459.0
201901,93778,1,749.0,1889.0,6100,459.0
201901,252155,1,989.0,4791.6,5300,458.0
201901,174731,1,57.0,4236.0,8400,457.0
201901,127121,1,747.0,4253.0,5500,456.0
201901,532,1,1291.0,3365.0,5000,456.0
201901,235642,1,1201.0,3166.0,4700,456.0
201901,179395,1,776.0,2115.0,4200,455.0
201901,240640,1,927.0,2004.0,4000,455.0
201901,179485,1,858.0,4475.0,7900,454.0
201901,228285,1,793.0,2115.0,4200,454.0
201901,197558,1,1449.0,1781.0,4600,454.0
201901,10622,1,1753.0,5012.0,10000,453.0
201901,156150,1,630.0,3166.0,17400,453.0
201901,37276,1,947.0,3166.0,6300,453.0
201901,232305,1,830.0,3083.0,4600,453.0
201901,225625,1,506.0,3166.0,4200,451.0
201901,248046,1,1401.0,3807.0,4600,450.0
201901,190115,1,695.0,3709.0,9000,450.0
201901,122963,1,0.0,5005.0,22500,449.0
201901,196957,1,1.0,7642.0,38200,448.0
201901,206887,1,1150.0,4253.0,4800,448.0
201901,211271,1,290.0,3709.0,5500,448.0
201901,9936,1,1239.0,3166.0,6300,448.0
201901,136269,1,561.0,2662.0,5300,448.0
201901,131681,1,1238.0,3526.0,7000,447.0
201901,48801,1,755.0,2042.0,4000,447.0
201901,78207,1,1011.0,4356.0,19600,446.0
201901,201541,1,630.0,2960.0,6600,444.0
201901,194188,1,1232.0,1325.0,5300,444.0
201901,182947,1,1300.0,5766.0,14400,443.0
201901,131159,1,1.0,2662.0,5300,443.0
201901,143025,1,730.0,2953.0,5900,442.0
201901,202277,1,143.0,7645.0,8700,439.0
201901,191410,1,1404.0,4253.0,4900,439.0
201901,173092,1,1624.0,4045.0,9200,439.0
201901,68978,1,594.0,3083.0,5200,438.0
201901,80792,1,2584.0,2115.0,7500,437.0
201901,177962,1,578.0,3709.0,9200,436.0
201901,231934,1,1086.0,3166.0,6300,436.0
201901,177856,1,845.0,1337.0,51900,436.0
201901,67200,1,965.0,3744.0,7400,435.0
201901,249966,1,734.0,3607.2,4000,434.0
201901,223280,1,1340.0,3083.0,4600,434.0
201901,196007,1,2209.0,6586.0,6300,432.0
201901,212557,1,579.0,2772.0,5500,432.0
201901,41255,1,858.0,2662.0,4600,432.0
201901,70016,1,960.0,3083.0,4600,431.0
201901,23602,1,1349.0,3744.0,7400,430.0
201901,222169,1,1340.0,3083.0,4600,430.0
201901,196154,1,2225.0,1741.0,8500,430.0
201901,160483,1,1388.0,3166.0,6300,428.0
201901,101540,1,3374.0,2662.0,4600,427.0
201901,112090,1,2107.0,4253.0,3400,426.0
201901,213831,1,877.0,3083.0,4600,426.0
201901,234550,1,960.0,2960.0,4700,426.0
201901,145231,1,1345.0,3744.0,7400,424.0
201901,143603,1,902.0,3744.0,7400,424.0
201901,119129,1,796.0,3094.0,14200,424.0
201901,170483,1,762.0,2115.0,4200,424.0
201901,17849,1,815.0,2662.0,4700,423.0
201901,200477,1,1147.0,2455.0,40800,423.0
201901,73639,1,327.0,2004.0,11100,423.0
201901,192396,1,243.0,2575.0,5100,420.0
201901,227800,1,600.0,2151.0,4300,420.0
201901,175730,1,2189.0,1787.0,10600,420.0
201901,144272,1,390.0,4391.0,8700,419.0
201901,11622,1,1083.0,2662.0,5300,419.0
201901,241237,1,1.0,1712.0,5200,419.0
201901,194034,1,4816.0,8686.0,21700,418.0
201901,107406,1,1001.0,2701.0,5400,418.0
201901,197302,1,755.0,2550.0,5100,417.0
201901,66107,1,571.0,1874.0,6000,417.0
201901,176614,1,942.0,1874.0,5300,416.0
201901,22403,1,1.0,4536.0,24900,412.0
201901,114962,1,749.0,3166.0,6300,412.0
201901,219022,1,1292.0,3007.0,4500,412.0
201901,237000,1,1017.0,3083.0,7700,411.0
201901,98601,1,1.0,4834.0,12000,410.0
201901,190137,1,1525.0,3166.0,6900,410.0
201901,112529,1,833.0,2196.0,4300,410.0
201901,252500,1,2096.0,7655.4,6300,409.0
201901,203725,1,1316.0,3166.0,14200,409.0
201901,54768,1,2254.0,4253.0,6300,407.0
201901,74650,1,1440.0,3918.0,5800,407.0
201901,201727,1,1975.0,2662.0,6300,407.0
201901,179066,1,393.0,2662.0,5300,407.0
201901,100007,1,178.0,2575.0,5100,406.0
201901,194532,1,725.0,2115.0,4200,405.0
201901,240510,1,592.0,4620.0,9200,403.0
201901,49830,1,1.0,2575.0,8200,403.0
201901,215425,1,754.0,2115.0,4500,403.0
201901,182596,1,1525.0,2297.0,8100,402.0
201901,174696,1,2942.0,5770.0,2800,401.0
201901,125726,1,558.0,3166.0,2500,401.0
201901,193926,1,1.0,1325.0,4000,400.0
201901,254998,1,711.0,4635.0,4800,399.0
201901,234302,1,1009.0,2662.0,5300,399.0
201901,65959,1,461.0,2662.0,5300,399.0
201901,1228,1,1.0,18234.0,80000,396.0
201901,72476,1,178.0,8140.0,4000,396.0
201901,250627,1,1315.0,5549.4,4600,396.0
201901,113783,1,1852.0,4544.0,9000,396.0
201901,178164,1,894.0,1706.0,6100,396.0
201901,118894,1,2117.0,4253.0,3400,395.0
201901,216979,1,1067.0,3744.0,5600,394.0
201901,216183,1,1721.0,3744.0,7400,394.0
201901,160945,1,1020.0,2662.0,10600,394.0
201901,48097,1,1127.0,3083.0,4600,391.0
201901,60103,1,446.0,2662.0,5300,391.0
201901,43823,1,179.0,3657.0,5400,390.0
201901,109281,1,307.0,3534.0,5300,390.0
201901,192627,1,475.0,3399.0,5000,390.0
201901,249130,1,2019.0,4791.6,3400,389.0
201901,229982,1,1326.0,3007.0,6100,389.0
201901,202584,1,1095.0,2943.0,5800,389.0
201901,118589,1,807.0,2662.0,5300,389.0
201901,78225,1,1044.0,2115.0,4600,389.0
201901,197681,1,1995.0,1719.0,8500,389.0
201901,100039,1,255.0,3709.0,5500,388.0
201901,42953,1,394.0,4024.0,5500,387.0
201901,201920,1,1193.0,3166.0,6300,387.0
201901,208979,1,978.0,3166.0,4700,386.0
201901,112277,1,607.0,2604.0,7300,386.0
201901,44209,1,1.0,4637.0,25500,385.0
201901,222456,1,835.0,2662.0,5300,385.0
201901,154417,1,833.0,3744.0,6300,384.0
201901,196117,1,1324.0,3083.0,4600,384.0
201901,155554,1,322.0,1870.0,5300,384.0
201901,199474,1,1471.0,3600.0,7200,383.0
201901,163168,1,992.0,3083.0,6100,383.0
201901,190951,1,4127.0,7170.0,3500,382.0
201901,45686,1,2221.0,4253.0,3400,382.0
201901,168867,1,1269.0,3987.0,3100,382.0
201901,217230,1,1803.0,3257.0,5200,382.0
201901,211811,1,1323.0,3166.0,4700,382.0
201901,38279,1,2221.0,1939.0,23300,382.0
201901,70785,1,739.0,1683.0,2600,382.0
201901,191186,1,295.0,4722.0,7000,381.0
201901,216422,1,879.0,2662.0,5300,381.0
201901,20428,1,756.0,1787.0,8500,381.0
201901,115380,1,2156.0,1591.0,6300,381.0
201901,108203,1,567.0,3663.0,5400,379.0
201901,155876,1,652.0,1621.0,5300,377.0
201901,221168,1,943.0,2838.0,2800,376.0
201901,138962,1,574.0,2042.0,4000,376.0
201901,1664,1,1664.0,3083.0,4600,375.0
201901,148302,1,1.0,2808.0,5600,375.0
201901,201852,1,651.0,2030.0,4000,375.0
201901,121159,1,793.0,2145.0,4200,374.0
201901,179612,1,1245.0,3097.0,4600,372.0
201901,73900,1,1025.0,2742.0,5400,372.0
201901,126619,1,279.0,2662.0,5300,372.0
201901,167550,1,828.0,1960.0,3900,370.0
201901,155502,1,814.0,3166.0,4200,369.0
201901,155224,1,1384.0,3007.0,13500,369.0
201901,171154,1,2186.0,1786.0,6300,369.0
201901,11825,1,1261.0,3166.0,6300,368.0
201901,213122,1,795.0,3024.0,4500,368.0
201901,22511,1,4517.0,2575.0,7600,368.0
201901,198255,1,1000.0,2385.0,8300,368.0
201901,181121,1,1045.0,1944.0,5300,368.0
201901,200282,1,1698.0,1889.0,7000,368.0
201901,215871,1,1159.0,2960.0,6300,367.0
201901,7791,1,671.0,2662.0,5300,367.0
201901,248598,1,801.0,3807.0,1000,366.0
201901,219471,1,852.0,2662.0,5300,366.0
201901,175924,1,178.0,2662.0,5300,366.0
201901,126395,1,94.0,2609.0,8400,366.0
201901,253839,1,763.0,3807.0,4200,365.0
201901,179512,1,1720.0,1330.0,2500,365.0
201901,117579,1,1623.0,3946.0,21700,364.0
201901,188530,1,998.0,3166.0,4700,364.0
201901,66490,1,587.0,3007.0,6000,364.0
201901,150719,1,2194.0,4253.0,8500,363.0
201901,138045,1,1401.0,3166.0,6300,363.0
201901,165001,1,1725.0,2575.0,7400,363.0
201901,210827,1,361.0,1892.0,3700,363.0
201901,185755,1,1239.0,4626.0,6900,362.0
201901,37925,1,2132.0,4024.0,6000,362.0
201901,231884,1,1102.0,2662.0,5300,362.0
201901,202794,1,2226.0,1802.0,8500,361.0
201901,234287,1,2114.0,4776.0,7100,360.0
201901,229137,1,2110.0,4253.0,8500,360.0
201901,118453,1,1291.0,3166.0,4700,360.0
201901,182451,1,249.0,2826.0,11300,359.0
201901,51505,1,1885.0,2351.0,6300,359.0
201901,196218,1,783.0,1866.0,4200,359.0
201901,253493,1,1216.0,5412.6,4500,357.0
201901,169248,1,547.0,3467.0,3500,357.0
201901,208702,1,287.0,2662.0,5300,357.0
201901,174992,1,597.0,4009.0,22000,356.0
201901,176525,1,1.0,2685.0,9300,355.0
201901,118729,1,547.0,2662.0,5300,355.0
201901,243198,1,717.0,2115.0,4200,355.0
201901,13423,1,813.0,2943.0,5800,354.0
201901,178576,1,1239.0,3166.0,2500,353.0
201901,167343,1,1047.0,3083.0,6100,352.0
201901,159747,1,619.0,2575.0,5100,352.0
201901,92641,1,940.0,2083.0,8300,352.0
201901,186901,1,1.0,7828.0,19500,351.0
201901,233574,1,1555.0,3600.0,7200,351.0
201901,189761,1,815.0,2761.0,5300,351.0
201901,166539,1,867.0,2662.0,5300,351.0
201901,220204,1,1014.0,1700.0,5300,351.0
201901,180574,1,715.0,4687.0,4700,349.0
201901,253154,1,788.0,4791.6,5300,348.0
201901,21709,1,1069.0,3744.0,5600,348.0
201901,175052,1,1158.0,2662.0,2600,348.0
201901,202659,1,206.0,2115.0,4200,348.0
201901,218247,1,1114.0,1621.0,6300,348.0
201901,232882,1,1169.0,3257.0,5300,347.0
201901,143344,1,1394.0,3007.0,27400,347.0
201901,215175,1,1185.0,2115.0,6300,347.0
201901,169287,1,327.0,1325.0,5300,347.0
201901,216572,1,1236.0,3083.0,4600,346.0
201901,48375,1,3778.0,6514.0,5200,345.0
201901,207506,1,783.0,2115.0,4200,345.0
201901,148478,1,339.0,3208.0,4800,342.0
201901,14301,1,542.0,3166.0,4700,342.0
201901,45211,1,939.0,2558.0,5100,342.0
201901,21362,1,943.0,4475.0,4600,341.0
201901,123483,1,830.0,3166.0,14200,341.0
201901,226285,1,914.0,2139.0,4000,341.0
201901,74339,1,732.0,1712.0,3400,341.0
201901,201096,1,1413.0,3166.0,4700,340.0
201901,43928,1,1342.0,1325.0,4700,340.0
201901,70955,1,636.0,2411.0,8400,339.0
201901,217420,1,814.0,3083.0,13800,338.0
201901,109786,1,687.0,2575.0,5100,337.0
201901,185710,1,227.0,3204.0,8000,336.0
201901,201893,1,208.0,3160.0,1600,336.0
201901,95580,1,566.0,2055.0,4100,335.0
201901,15787,1,180.0,5506.0,13700,334.0
201901,228490,1,671.0,2662.0,2600,334.0
201901,36894,1,1535.0,11680.0,5800,333.0
201901,9557,1,1861.0,5301.0,10600,332.0
201901,99802,1,847.0,3902.0,5300,331.0
201901,194115,1,1487.0,3083.0,7700,331.0
201901,232801,1,616.0,2662.0,5300,331.0
201901,128198,1,1376.0,1918.0,4500,331.0
201901,119523,1,392.0,1889.0,6000,331.0
201901,245259,1,900.0,2662.0,5300,330.0
201901,47202,1,845.0,4396.0,6500,329.0
201901,173462,1,2213.0,4253.0,8500,329.0
201901,186960,1,676.0,3263.0,6500,329.0
201901,114154,1,1348.0,3166.0,4700,329.0
201901,229648,1,814.0,2115.0,4200,329.0
201901,235328,1,946.0,2662.0,2600,328.0
201901,253377,1,915.0,7903.8,2600,327.0
201901,22083,1,642.0,2371.0,4700,327.0
201901,197033,1,2122.0,4253.0,23300,326.0
201901,38487,1,1454.0,3269.0,6500,326.0
201901,230212,1,962.0,3024.0,4500,325.0
201901,147255,1,1.0,2960.0,2900,325.0
201901,244123,1,978.0,2662.0,2600,325.0
201901,143638,1,833.0,8555.0,21300,324.0
201901,242036,1,707.0,2095.0,4100,324.0
201901,105991,1,455.0,3166.0,2500,323.0
201901,235257,1,975.0,2662.0,2600,323.0
201901,196712,1,781.0,2115.0,4200,323.0
201901,167027,1,1177.0,3709.0,3600,322.0
201901,104163,1,1653.0,3574.0,2800,322.0
201901,126608,1,1155.0,4466.0,7400,321.0
201901,172752,1,781.0,7229.0,2500,320.0
201901,227431,1,1446.0,3663.0,13400,320.0
201901,133250,1,1197.0,1962.0,6100,320.0
201901,148003,1,732.0,3166.0,4200,319.0
201901,224766,1,824.0,2115.0,4200,318.0
201901,196934,1,716.0,2115.0,4200,318.0
201901,247930,1,983.0,4791.6,2600,316.0
201901,228882,1,1369.0,3589.0,7900,316.0
201901,146855,1,1399.0,3166.0,4700,316.0
201901,158541,1,1.0,2960.0,2900,316.0
201901,237272,1,875.0,2115.0,8400,316.0
201901,197408,1,939.0,4253.0,6000,315.0
201901,253184,1,780.0,3558.6,4200,314.0
201901,110593,1,343.0,2621.0,5200,314.0
201901,173043,1,1076.0,2662.0,2600,313.0
201901,173540,1,1112.0,2662.0,2600,312.0
201901,203519,1,1107.0,3088.0,6100,311.0
201901,177750,1,1465.0,3945.0,6300,310.0
201901,77864,1,1507.0,3166.0,3100,310.0
201901,214562,1,1401.0,3083.0,4600,310.0
201901,238561,1,1252.0,3007.0,6000,310.0
201901,102170,1,522.0,1910.0,3800,310.0
201901,199710,1,774.0,2662.0,2600,309.0
201901,33167,1,915.0,2662.0,5300,309.0
201901,224118,1,530.0,2115.0,4200,309.0
201901,190685,1,778.0,2115.0,4200,309.0
201901,51446,1,184.0,5480.0,24500,308.0
201901,252809,1,884.0,4791.6,5300,308.0
201901,176904,1,1255.0,3945.0,3100,308.0
201901,149040,1,1.0,3479.0,5200,307.0
201901,221483,1,1290.0,3166.0,6300,307.0
201901,6488,1,773.0,494.9,2600,307.0
201901,142678,1,1017.0,3166.0,4700,306.0
201901,150477,1,861.0,2662.0,4900,306.0
201901,248042,1,632.0,93022.2,2600,304.0
201901,187061,1,619.0,4253.0,6300,304.0
201901,152671,1,638.0,2115.0,4200,304.0
201901,189846,1,878.0,3166.0,6300,302.0
201901,221889,1,322.0,2115.0,11500,302.0
201901,195134,1,803.0,2115.0,8400,302.0
201901,222141,1,2124.0,1729.0,3400,302.0
201901,247526,1,934.0,5412.6,6000,301.0
201901,35690,1,453.0,3744.0,11000,301.0
201901,48509,1,1294.0,3007.0,4500,301.0
201901,223853,1,921.0,2662.0,2600,301.0
201901,252580,1,953.0,4791.6,2600,300.0
201901,187146,1,1107.0,4203.0,6300,300.0
201901,199920,1,1008.0,2662.0,4600,300.0
201901,136029,1,977.0,2662.0,5300,300.0
201901,219016,1,1361.0,2115.0,6100,300.0
201901,208221,1,306.0,4012.0,4200,299.0
201901,248661,1,729.0,3807.0,4200,299.0
201901,404,1,742.0,1609.6,4000,299.0
201901,149838,1,1069.0,3672.0,2900,298.0
201901,221599,1,935.0,3166.0,7900,298.0
201901,168504,1,328.0,3166.0,1800,298.0
201901,195516,1,1441.0,3083.0,4600,297.0
201901,218783,1,908.0,2662.0,5300,297.0
201901,49644,1,1429.0,3945.0,5900,295.0
201901,184688,1,352.0,2662.0,1300,295.0
201901,48391,1,914.0,2662.0,2600,295.0
